0.000000000000000000e+00,2.000000000000000111e-01,9.012700000000000000e+04,1.726999999999999886e+02,1.086854473564065273e+02
1.000000000000000056e-01,2.000000000000000111e-01,9.976600000000000000e+04,2.070999999999999943e+02,1.154046524308140107e+02
2.000000000000000111e-01,2.000000000000000111e-01,6.833500000000000000e+04,2.045000000000000000e+02,1.174732298595737063e+02
3.000000000000000444e-01,2.000000000000000111e-01,8.741800000000000000e+04,1.803000000000000114e+02,1.165509608798607104e+02
4.000000000000000222e-01,2.000000000000000111e-01,8.577200000000000000e+04,1.663000000000000114e+02,1.116393087768952057e+02
5.000000000000000000e-01,2.000000000000000111e-01,7.710600000000000000e+04,1.725000000000000000e+02,1.096673007544793279e+02
6.000000000000000888e-01,2.000000000000000111e-01,9.510100000000000000e+04,1.220999999999999943e+02,1.034869379928029076e+02
7.000000000000000666e-01,2.000000000000000111e-01,3.756200000000000000e+04,1.816999999999999886e+02,1.003906928475328755e+02
8.000000000000000444e-01,2.000000000000000111e-01,7.693100000000000000e+04,1.568000000000000114e+02,1.002841514835033365e+02
9.000000000000000222e-01,2.000000000000000111e-01,7.053100000000000000e+04,1.469000000000000057e+02,8.695194936321286150e+01
1.000000000000000000e+00,2.000000000000000111e-01,2.024800000000000000e+04,1.586999999999999886e+02,7.517984894764143178e+01
