0.000000000000000000e+00,2.000000000000000111e-01,5.629700000000000000e+04,1.750000000000000000e+02,-9.998385592256568088e+02
1.000000000000000056e-01,2.000000000000000111e-01,9.790300000000000000e+04,2.550000000000000000e+02,-9.999862423011961710e+02
2.000000000000000111e-01,2.000000000000000111e-01,7.532700000000000000e+04,1.240000000000000000e+02,-9.993219057113672079e+02
3.000000000000000444e-01,2.000000000000000111e-01,7.691300000000000000e+04,1.250000000000000000e+02,-9.884014011468067338e+02
4.000000000000000222e-01,2.000000000000000111e-01,8.900800000000000000e+04,2.410000000000000000e+02,-9.988269114806598736e+02
5.000000000000000000e-01,2.000000000000000111e-01,9.735500000000000000e+04,2.370000000000000000e+02,-9.945429366185695699e+02
6.000000000000000888e-01,2.000000000000000111e-01,3.154200000000000000e+04,7.600000000000000000e+01,-9.901274516392219311e+02
7.000000000000000666e-01,2.000000000000000111e-01,9.384000000000000000e+04,4.600000000000000000e+01,-9.990056122650335055e+02
8.000000000000000444e-01,2.000000000000000111e-01,1.010500000000000000e+04,2.340000000000000000e+02,-9.999457700714712018e+02
9.000000000000000222e-01,2.000000000000000111e-01,4.059500000000000000e+04,7.700000000000000000e+01,-9.662565165457393732e+02
1.000000000000000000e+00,2.000000000000000111e-01,9.255000000000000000e+04,1.920000000000000000e+02,-9.883752581351674280e+02
